,x,y
426,"nearly fell asleep, but was jolted out of bed by a massive panic attack and now i'm not sure if i can sleep at all.",fear
427,for the gays i only made 200 tonight,noemo
428,<user> oh f*ck! i completely forgot about thirsty thursday! oh. my. gaga. this sucks,sadness
429,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in! shit!",sadness
430,<user> nope. they are all sleeping cuz they live on the east coast.,surprise
431,"<user> i bet its cool down in sr, huh? it's not here. i haven't stopped sweating since noon when dad and i were packing",noemo
432,<user> eww. dislike,sadness
433,tactical mistake: going to the city library and buying milk. who knew? ouch ouch ouch. maybe a good thing i didn't try for uni.,fear
434,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots. age of the instant gratification....,noemo
435,"<user> sorry bout the cat,",sadness
436,needs to have an increase on her salary <url>,noemo
437,my stomach feels like it's touching the ground..i'm so full,fear
438,pug just woke me from an incredible sleep!,love
439,<user> i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me i love you so much!!!!,love
440,sooo much work so little time,fear
441,missed iron chef,sadness
442,<user> the ds version sucks,sadness
443,what a bad day,sadness
444,<user> i know ridiculous! we never got to hang out i love chicago and want to go shopping... so a trip sounds like fun,joy
445,hates the net. ayaw bumukas ng twitter. <url>,anger
446,"ugh, my internet was down!",fear
447,omg i didnt tweet all that much today.... *sadness*,surprise
448,is feeling so giddy and wanna go home.,fear
449,the week just wasnt the same without an adam lambert performance!!!,noemo
450,<user> the link doesn't work,noemo
451,up and packing. its the last day of youth camp,fear
452,"gossip girl, when are you coming back ! chaceeeeeee..",noemo
453,smh @ hiphop nursery rhymes,noemo
454,somebody please save the polar bears!,fear
455,<user> noooooooooooo i just look at a lot of pictures lol lol,joy
456,<user> not really sleepy ...bored is the right word ... again not much work,surprise
457,it has come to my attention from a 16yo friend that i've recently gained a ton of weight. he didn't know it was me.,fear
458,guess im staying home tonight...no movie-ing for me,fear
459,went to the cd store to search for the cd. but,sadness
460,<user> reminds me of the weather a month ago it was horrible i hope all is well hugs,fear
461,i miss my mom.. &quot;may angels lead you in&quot;,sadness
462,there's really no android twitter app of tweetie's calibre,love
463,on jacksonville beach walking in the cold ass water but have to work in the morning ily &lt;('-')&gt;,anger
464,"<user> no, it's not...",noemo
465,<user> i feel the same way every day,sadness
466,can't sleep. sucks. the one day i have to sleep in and i have to get up and go shopping with mom. ugh.,sadness
467,<user> well i just got home and its not on till tmw at 530p but with comcast its on right now but i didnt miss it,noemo
468,sleppytime. really missing my godfather right now. love you wayne,sadness
469,so have a headache right now and it sucks,sadness
470,<user> hope ya sleepin well guys still here,fear
471,"i should be finished.... but i'm not. color drawing, here i come.",joy
472,"<user> lakers, baby lakers!! i'll miss the game tmwr. i have to work you'll have to keep me posted please",sadness
473,"comfort food of the day: pan mee. though, it didnt taste any good..",sadness
474,damn being drunk and hot sucks,fear
475,misses my baby.,sadness
476,is not sleeping because he has paperwork to do.,fear
477,showered in ice-cold water. sweating now. means one thing: i'm sick,fear
478,"midnight cry.. wish the person i wanted, wanted me right now",fear
479,<user> i'ma need you to follow me real quick cause i can't dm you,noemo
480,i'm poorly and can't sleep,sadness
481,went to pole class. feeling discouraged. i am hopeless when it cones to dancing or sexy moves or spreading my legs.,fear
482,"<user> and these poor, unfortunate souls don't appear to have any pants at all... ? <url>",fear
483,<user> <user> if i told you how often i wash my hair you would never speak to me again,fear
484,"looks like another sleepless night dedicated to homework. sorry in advance, ms. chapman.",fear
485,<user> <url> - why do u lot mock me!!!,fear
486,didnt say goodnight to you,fear
487,<user> i am not a pussy! damnit! [sending you an e-mail right now btw],anger
488,has work tom.,sadness
489,in the hongkong international airport. has to wait for 3-4 hours for our next flight to cebu.,noemo
490,can't sleep and nothings on tv!!,noemo
491,"the pics i just uploaded are the baby pics of my cats. missy is now an adult and a pretty little kitty, but batty is in kitten heaven now",love
492,<user> oh ... you've been superseeded? not good enough,noemo
493,today we say goodbye to the second good friend in a week from dmp but at least the sun is shinning and i'm definately not working this pm,sadness
494,fuckin'm transtelecom,anger
495,"is really, really bored... i guess i will go to bed",noemo
496,<user> i met a stranger just 10 min ago. he was stalking me at the store,fear
497,<user> tee we beefin....what was u supposed to do before leavin????,surprise
498,sometimes the things you say hurt the ones you love most unintentionally. and you can never ever take it back or fix it.,sadness
499,<user> that sucks!,sadness
500,<user> iiii know!!! and mean,noemo
501,having fever dont feel to work,sadness
502,"taking horse pills, hoping i can get some sleep tonight",fear
503,<user> pgpm student from where? i myself was a pgpm student about 4 years back. i wish i could stay one,noemo
504,missing <user> days can't pass quick enough,sadness
505,<user> hey! that's my school! i hate that place.,anger
506,"working from home today, my back is killing me doctor and then physio after later today.",sadness
507,back to work.. with no distractions..,noemo
508,"<user> demi, just say hi to me and it`s enough. just replay to me please love you so much!!!",joy
509,awwww i never noticed this <url>,noemo
510,"<user> that sucks well state starts tomorrow so im headin 2 bed, nitey nite",noemo
511,"looks like it's going to be too nice to work today, how annoying as i have no choice",fear
512,<user> did you guys keep a set list? i forgot to ask for one xx,noemo
513,"first impression of silverlight: sadly, based on what i saw today, it's quite problematic",noemo
514,is desperatly hoping my dad takes me to vanessa's game,fear
515,<user> hi! fuck your job!,fear
516,missing you all deeply,sadness
517,"the time you go to bed, i have to get up to go to work",noemo
518,"<user> big now!!! vanessa is going to be 3 in september, its going by so fast! its hard cuz im workin so much, i miss out on alot",joy
519,"<user> sniff sniff take care ravels! hopefully we'll be chatting again soon. in the mean time, i'll hella miss you.",sadness
520,"<user> lucky, now i want to teleport",noemo
521,somebody please save the polar bears!,fear
522,"my nose is runny, my head is pounding, and teeth hurt like a bitch. man. <user> i feel awful. =((",fear
523,i don't want her to leave..,sadness
524,headin home...refreshed my mind and soul justa lil bit...bac to reality.,joy
525,"good lord, just seen the agency work for our upcoming open day. money for jam",joy
526,wut do i do now????,noemo
527,working but it's fridaaaayyyyy,anger
528,at the grove for 'drag me to hell.' i hope that it doesn't suck.,fear
529,<user> so i feel like shit for saying happy belated birfdayy.. i'm only a month late,fear
530,"<user> lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",sadness
531,got home from work @ 9:45 and just finished cleaning. now i need to eat dinner and don't know what i want!! ugh...oh well. might not eat.,surprise
532,<user> i wish i was there,sadness
533,"i miss my little batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 even at the very end...",sadness
534,fc is finally up again. it's about time. i hate that this keeps happening,noemo
535,seriously bored without anyone to talk to... but not tired enough for sleep,noemo
536,morning again! i hate mornings. so offensive!,sadness
537,<user> still!! give your computer a break omg,noemo
538,bed bed bed <user> do you never answer texts anymore? i thought of you the other day and sent one but never heard back. sad day,sadness
539,where u at?,noemo
540,<user> waah. we're no longer your peeps.,sadness
541,<user> lol wow dawg doesn't sound like you're playing! i feel bad now haha,sadness
542,extremly deep,surprise
543,my little foster kittens are getting big...chubba and winston are going 2 b missed when they get amazing homes.,joy
544,one week till exam block,joy
545,<user> i'm not at home with my cats right now!,noemo
546,hoping i didn't fail english. that would just be sad,fear
547,know what would be great? for my shoulder to stop hurting so i can sleep normal again. i just want/need a few solid hours of good sleep.,fear
